,tweet,label,label_binary
2835,@Jamies_Universe 2.25k is nothing to be ashamed of dude not when you've just started :-),positve,1
2836,@KikiG4733 lol omg duh. Well go win some money :),positve,1
2837,"Good or lucky, I don't care. :))",positve,1
2838,@teylatte oh we're not in charge of that! our buyers just inform us that they joined the contest and won :),positve,1
2839,finished downloading more than 10 movies and one complete tv series from last night. Now… WHERE.DO.I.START. :)))))) #moviemarathon,positve,1
2840,@boonearth Happy birthday then :D,positve,1
2841,Especially when your conversational skills sucks :D,positve,1
2842,"@bluemonki ""Keep your face to the sun and you will never see the shadows"" :)",positve,1
2843,@RobinAdamsZA @kalourd never been a fan and never owned a pair! If I'm gonna wear typical coloured shoes it'll be Cortez/Superstars! :),positve,1
2844,@Digitalman1 @OliviaSu2 @LambyPhonics @Nick_Haigh @ReikiByKatie @garymillar @Othella_LLP @john_consult @HandDDiamonds Many Tthanks Colin :-),positve,1
2845,"@sellosekhobela Hello :) We offer internships in luxuous hotels worldwide, sure you'll find one for you &gt;&gt; http://t.co/ydq9krcVdd",positve,1
2846,@Rodarosexx sure babe :),positve,1
2847,@MorrisHub @sidmouthfolk Look forward to watching those! :),positve,1
2848,@DesignThinkMake We're so glad you discovered us! :) Let us know if you have any questions!,positve,1
2849,"@tazzy_7 @5SOS only a pleasure, Tarryn! Shot for listening :)",positve,1
2850,Humans basically dont want peace and calm... Otherwise they would be spreading and practicing Science and Goodness... :) :) :),positve,1
2851,@dealwithBARBIE Hello ate #HBDMe :-):-),positve,1
2852,@hayashi_aoki if you'd answer of course. I understand completely if you would not like too :),positve,1
2853,See yah on Sunday @carmenkvarnen! :) https://t.co/9uSwZGSJxL,positve,1
2854,"@NedretSirip Hey, here's your invite to join Scope as an influencer :)  http://t.co/rrIFS8s3EK",positve,1
2855,@nivedithg yeeeeyyy Congrats .. :-) #GOHF2015 #BarsoStay,positve,1
2856,@mhmmdeknci malese :D,positve,1
2857,"@pascale_blakey Great, thanks lovely :-). Almost 40 responses in the first hour!!! So delighted. Some really great comments on what next.",positve,1
2858,"http://t.co/8V7Tn5bwEK
Brilliant article in the independent! Sums up the current Labour leadership debacle perfectly. Enjoy! :)",positve,1
2859,@officialbavaria that's awesome. Other people take much longer for that :),positve,1
2860,"It's nice talking to someone and not using them
:)

@HDiddyNZ",positve,1
2861,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x12",positve,1
2862,Add my SNAPCHAT - AmyJackson21 #snapchat #snapchat #sex #wife #omegle #countrymusic #sexy :) http://t.co/cGyXtUOirt,positve,1
2863,Downloading New Songs :),positve,1
2864,"I just got the Five Night's at Freddy's 4 Demo and getting ready to record it, I'm super pumped for this as I'm a FNAF fanboy :D",positve,1
2865,Off cycling with #thegrandad and @MonkeyNinjaYT :),positve,1
2866,First Impression? :),positve,1
2867,@sagar_meenakshi @neha8192 @AshviniYardi Hoping for a Grand SidNi Remarriage on the occasion of 1 year completion!! Congratulations! :),positve,1
2868,Five Nights at Freddy's 4 | Night 1 ! https://t.co/Cl0YoptUAg :D,positve,1
2869,Follow @BobOngPhrases for more quotes. :),positve,1
2870,"@PeterLawrey People still code in those languages?:) But you're right. For me as a Java guy, PHP's notion of references is equally confusing",positve,1
2871,@itsrkool nope :p,positve,1
2872,@ebeck4999 @50Shades0fGrace @xoxoamymarie @VidCon @stuart_edge you met Amy?!? Ohioans stick together :),positve,1
2873,I have been sitting here for an hour:) there is still no doctor here:) I am sitting in a hospital with no doctor:) :) :) :),positve,1
2874,@CatrionaShearer Just let us know the best address for you :),positve,1
2875,"@sarahnees My app is looking for influencers :) If you're interested, here's your invite http://t.co/rZgZtQ2fJT",positve,1
2876,http://t.co/36Wal3Tkwc thanks for following!! Enjoy my tweets! :) lets be friends! Ambre Suzan 268 4,positve,1
2877,Looking for offline #TheSims4 game guides? We've got you covered! :) http://t.co/hR3NFHrO4J,positve,1
2878,"https://t.co/Y43d1EwWTw #MadonnaMadeMTV C'mon, ur turn #MadonnaFamily #MadonnaFans :) One more time, let's all do it. Just a few tweets each",positve,1
2879,http://t.co/0rjSClzGhR thanks for following!! Enjoy my tweets! :) lets be friends! Beverly Martin  1277 1093,positve,1
2880,@urihoresh mb s/he needed more coffee :-) @cotterw,positve,1
2881,"@shree42007 thanks! You're very kind but good looks with no power kinda meaningless, no? :)",positve,1
2882,"Common - Celebrate, never fails to get me in a good mood :)",positve,1
2883,Trying out some face paint for our show #MuertosAtFringe :) http://t.co/tsgn8eW0As,positve,1
2884,http://t.co/a5rmka5axn thanks for following!! Enjoy my tweets! :) lets be friends! _gta_giveaway 624 179,positve,1
2885,@iretrogame @RetroGamerProbs @RETR0JOE @gamesyouloved @JuicyGameReview nice to see some emulation being brought up :),positve,1
2886,@benfosterdev Indeed. May I email you for a bit more info ? :-),positve,1
2887,@luginehiary095 well i have no idea :p,positve,1
2888,Some of you guys are saying that you don't have omegle😁you could just use google :) that's what I'm doing,positve,1
2889,@team_sharapova @MariaSharapova @Sugarpova @CowEvents your lil bro...ES corner? :),positve,1
2890,"So, the enemies can simply go around it!:-) https://t.co/5pL57HsT53",positve,1
2891,Thank you Beiruting! :) http://t.co/BPl4vWRgPU,positve,1
2892,"I've had such a crazy, but great day today! So glad just to relax tonight though :)",positve,1
2893,@BeingDoris thank you :) 🍰,positve,1
2894,@EricJLyman @USATODAY @Peirce77 @shawshanck @BicyclistAbroad Thanks Eric for the mention. ou may not have wanted to do that considering.. :),positve,1
2895,Why have i just painted my nails pink :) ???,positve,1
2896,@_sarah_mae omg you can't just tell this and don't say more :p can't wait to know !!!! ❤️,positve,1
2897,@Vikkstar123 @VikkFollows done :D,positve,1
2898,@nerazktm I have no idea :) cc @ameetdhakal  :),positve,1
2899,@PhilRAWRLester okay then :),positve,1
2900,This earth. . . :D http://t.co/GRhJWbdkvk,positve,1
2901,@Tyraid well at least it'll be refreshing :p,positve,1
2902,who cares? :D haha,positve,1
2903,":)
:)
:) meoooowwww
wolf wolf wolf barkkkkkkkiiideee bark",positve,1
2904,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x11",positve,1
2905,@taofikabdul Routine is great as long as you enjoy the view at the end of it https://t.co/yQ7kCC5YkQ - Thanks for the favourite :),positve,1
2906,@janesgravity oh cool :D Hope you like it!,positve,1
2907,@hugme1demi thanks bro ! :D x,positve,1
2908,@majesticnobhd I DREW ALEKS :D,positve,1
2909,it's for you to find out. :) — i know you haha http://t.co/zWNDmVbOED,positve,1
2910,"@sarcxstic Awh, Good luck upgrading! :)",positve,1
2911,"Kumpul cantik ganteng ~ :) (with Kresna, jelly, and 3 others at Simon &amp; Sons) [pic] — https://t.co/n5N8XWYLXZ",positve,1
2912,Thanks Lesley! Lovely to see you. Have fun in France :)  https://t.co/QTaRgYBqy1,positve,1
2913,Here's a life lesson you can teach your kids this weekend :) http://t.co/xdkILWu46Y,positve,1
2914,@HelenAnn_Davies Thanks Helen! Keep in touch and if you ever want to do any filming with the blood service you know where I am! :),positve,1
2915,@CaptainTabouli :D you are welcome,positve,1
2916,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/4qZ74PcLA5.,positve,1
2917,@KennyFarq @schofieldkevin Great stuff :),positve,1
2918,OOPS!!  We can see your panties :) http://t.co/Uek1fHy60o http://t.co/WRWIjFNfKi,positve,1
2919,"Lion &amp; Japanese landscapes. I made this for you artworkbylie  :) 
#judo #fridays #mornings… https://t.co/tJc1yAr7EA",positve,1
2920,"@athrawestokio @AdeccoWaytoWork @AdeccoJapan finished my presentation !!
thank you :) 

#KunoriforCEO #CEO1Month",positve,1
2921,when u really wanna watch daredevil but there are no more episodes of daredevil to watch so u despondently re-watch old eps :)):))):))),positve,1
2922,@glitchim Online :),positve,1
2923,@cekimmr_23 welcoma.have A nice day :),positve,1
2924,@caramelatte_ @bravefrontiergl I favor tridon more cause he's a tank :p,positve,1
2925,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/6mQQlYgjs6.,positve,1
2926,@Blossom__Joy I can save only 21pics but master nim say that there're 22pics. So I asked you how many pics can you see? :)),positve,1
2927,Kebun is an adorable spot in Ubud! Waiting for the #ladyposse  :) no better place for it! Xoxoxo https://t.co/dfkZkrKiZz,positve,1
2928,I have always felt this way... life is just beginning :) http://t.co/ZpdxQlnvJ6,positve,1
2929,"Sneak peek of some items from our August collection.
Stay tuned :) inbox for orders and prices :) http://t.co/l3yocj6Y8h",positve,1
2930,bc I really don't feel like reading :-) http://t.co/OpmjKJ66O1,positve,1
2931,@PB_Furniture thanks peeps :)) @whittakerdesig1 @smart_bn @Klick_Business @makeyoucontent @REDlineCC @RedBizUK @earlybiz #HappyWeekend all!,positve,1
2932,I have not been this happy for such a long time :),positve,1
2933,therealgolden47  thanks for the follow !! hope you enjoy my work :-) :-) :-) :-) :-) #girlfriendsmya… https://t.co/8G7sXiNBNL,positve,1
2934,"@FrogzLegzMummy @clubtrayfishing @FieldLeisure @TeamFell Morning All, Thanks for joining us and a Happy Friday to you! :-)",positve,1
2935,Lol :D Hilarious :D https://t.co/iUbE0qmIXp,positve,1
2936,Big thanks to everyone! Couldn't have done it without all the support! :) @HIT_LondonCity @BaxterStorey @GBCookBook @Bschefacademy,positve,1
2937,@keevacrampton @AineAbbott1998 I always forget to tag ppl:):):),positve,1
2938,@KageYashsa Probably yes :p,positve,1
2939,@leedslwt this makes me so :))),positve,1
2940,@Oloni great :),positve,1
2941,How about you just have a nice convo like a normal person instead of posting how u feel about 200 of your closest twitter friends :-),positve,1
2942,@nidhik6907 hope U'll njoy followingg me :),positve,1
2943,I'm more active on @waTAOwat and I'm near to making this account private so... :D,positve,1
2944,Close your eyes :)),positve,1
2945,@itradeland that's one of mine. Button pusher. Out soon :),positve,1
2946,@SpringwellLife thank you so much for having us! We're glad you enjoyed it :-),positve,1
2947,@rebelwithany Thank you Pri. :),positve,1
2948,@DanGodOfWar thank you! :),positve,1
2949,@2turntsav I'm not gonna freak out :::::),positve,1
2950,"I second that, simply stunning! :D https://t.co/E9q4mgeTz4",positve,1
2951,OMG!! I can't wait for this!!! I miss everyone!! Wooohooo!! :)) https://t.co/1iiqA9Aa2s,positve,1
2952,@cjtyless hello cutie :),positve,1
2953,@josephcaptures sure! go cuss out some teenage girls and post a video of it! i'm sure the feedback will be amazing :),positve,1
2954,Have a great session @BeckieJPhoto. Hope you've got that #fridayfeeling :-),positve,1
2955,First meeting of three today. Ace way to end the week :) https://t.co/7IDziFkG1E,positve,1
2956,"Morning everyone, have a lovely day and a fab weekend :-) x",positve,1
2957,Belated happy bday sauce! :) http://t.co/AeQelim2C8,positve,1
2958,Hi livi fowles : oliviafowles891 Do you want to get FREE iPhone 6? Hurry check my bi0. Thx :) https://t.co/x8hlsZudXr,positve,1
2959,Followed ya :) https://t.co/gKTQxsd4PB,positve,1
2960,"Burnout ? no more !! :D
http://t.co/g1VYf8OFnX
#JohnForCEO #CEO1Month @AdeccoWaytoWork @AdeccoMalaysia",positve,1
2961,@Rosebud_Blush @fly_t_girl @foxxie75 @hayleyy2k @LucyoBailey @JodieCassidy4 thank you! :) x,positve,1
2962,@mgallizzi it was a great read Matthew! Really interesting and thought provoking :),positve,1
2963,@RegaJha @SheikhImaan Is this not against IndianKulture .. I oppose :).. happy anniversary :),positve,1
2964,@ohstylesss please give them to @chitownniall thanks :),positve,1
2965,@Biker_Babe_SA happy Friday biker babe :),positve,1
2966,@angel_mahiyaa @apki_jasmine @pagallarkee @sweet_heena ya dis sounds lyk a gud idea :),positve,1
2967,Ohhh who will find me??? #GoodMorning #Friday :) https://t.co/JrmE17RGv3,positve,1
2968,"@grrl_afraid Oh course, I gained weight bcus I used to be a rubbish veggie but now I've learned to balance everything now! :-)",positve,1
2969,Can Steph come with me back to NJ? :),positve,1
2970,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x10",positve,1
2971,@Kentsson have a wonderful day! Thank you :-),positve,1
2972,"@RealCrimeMag Twitter is not allowing me to retweet my blog post - since it's about you, I thought you'd be interested.  Link in my feed :-)",positve,1
2973,@Periplus_Store You're welcome and thanks for exploring and retweeting :),positve,1
2974,@Neo_Einstein Smart boy. :),positve,1
2975,@Shana_Banana_44 Cheers :) xx,positve,1
2976,@monolifemusic Aa soon as I get it to a listenable/cohesive point let's meet. Be great to get some feedback :-)),positve,1
2977,"@Keith_Russell @jayutd1999 @seamus_bannon Seems like people use MEN as the source,so nothing new i guess. Just gossip :)",positve,1
2978,Hi alex : heswifi Do you want to get FREE iPhone 6? Hurry check my bi0. Thx :) https://t.co/UaAjJIsNLk,positve,1
2979,@thenwchica thank you :) 🍰,positve,1
2980,@NonEvans got mine done at 7am this morning :-),positve,1
2981,@Beer52HQ looking forward to them :-),positve,1
2982,@Inugamikun Wub Cerbchan? :D,positve,1
2983,Hi .. : Jarraaaaa Do you want to get FREE iPhone 6? Hurry check my bi0. Thx :) https://t.co/MgApQcXPgj,positve,1
2984,@OurLitEscapades Morrrrning :) how are you? I snoozed off again. I go home today :),positve,1
2985,"@appveyor clicksco

thanks :)",positve,1
2986,"It's better to be gay and lesbian than be a rigid theocratic, right wing fundamentalist Islamist. :) @anujkg25 @taslimanasreen @mkatju #lgbt",positve,1
2987,"@bachovski Thanks for the feedback, I'll take it next Tuesday :)",positve,1
2988,Hi brianaaaa : BrianaZabrocki Do you want to get FREE iPhone 6? Hurry check my bi0. Thx :) https://t.co/3IbSwpy54w,positve,1
2989,Last night's sky :) #holiday #sunshine #sky #pretty https://t.co/FQ6dQHqW8U,positve,1
2990,"@NickRomanTV @knovak832_novak well said, your right this episode was fantastic..:) #BATB clap clap clap",positve,1
2991,@Can128_ Awesome! Glad its all working now :) Always here if you need us. MKa,positve,1
2992,@eminem #DearSlim Did u get an offer to play in the film but u had to turn it down cause your summer body wasn't ready yet :D ?,positve,1
2993,"""The Mega Powers Expelled"" :-) @thewadekeller @prowrestlingnet @cagesideseats @johnreport",positve,1
2994,@LindsayWicker Thanks for the retweet my friend :),positve,1
2995,@WilliamHC3 Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),positve,1
2996,I think that everyone has :-) https://t.co/d3XXsX6yeK,positve,1
2997,@EvokingMaster *dies whilst hugging an Aki* yaaay! :D,positve,1
2998,Looking for fun? KIK : thencerest547 #kik #kiksexting #sex #followback #l4l #indiemusic #kikgirl :) http://t.co/PdvQw0QAQq,positve,1
2999,@_mahzo oh cool it worked. Cheers :),positve,1
3000,Snapchat me : sexyjudy19 #snapchat #kikmeboys #tagsforlikes #pussy #gay #indiemusic #sexo :) http://t.co/aAK0phT3GE,positve,1
3001,@kingsheadgford Love that song! :),positve,1
3002,"A great end to the work week! Sunshine, low humidity. 87. Changes over the weekend. Details on @6abc this AM. :)",positve,1
3003,@valentinecakes my birthday is today. How about a promotional cake?I swear I will walk on nails for that :-),positve,1
3004,you always seemed to like my sloppy second's : ),positve,1
3005,"@biltongstmarcus Hi, do you stock Marmite Cheese Spread at all? Thanks :)",positve,1
3006,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x9",positve,1
3007,@BellissimaEx @MarriedtoaGeek1 @b_ecki @ablokeseyeview Thank you :),positve,1
3008,"@snowzrfr @AndrewAlexMac @LuciHolland @caiitlinz @IGDAScotland indeed, wonderful to see everyone :) great night!",positve,1
3009,@psycothichar okay start :D,positve,1
3010,@nicagaray thank you Nic!!!!!!!!! :)) hang soon sa taft ahh!!,positve,1
3011,@SWEarlyMusic Thank you so much for helping to spread the word about us being finalists in the National Lottery Awards! :-),positve,1
3012,@SlyCat @sjcanadensi someone mention Usagi? Loooooove him!! :D,positve,1
3013,"WOWWWW, Thanks a lot team :) ❤💙💚💕❤💙💚💕  ❤💙💚💕❤💙💚💕 via @ManoharRpm",positve,1
3014,@uanhes94 lETS BE FRIENDS :)))))),positve,1
3015,Lepas dah sembuh ni sibuk balik so its okay la kins. You wont be thinking anything else except ur studies :),positve,1
3016,#Gotham sneak peek :) https://t.co/WKwsm5XvOW,positve,1
3017,@LxJffrs Thanks Alex. :-),positve,1
3018,Mine too :) https://t.co/jdumAxgzH0,positve,1
3019,its soo hot #sunnyday #sunshine sun is smiling at me LOL :),positve,1
3020,@absoluteradio @OC Fuck texting you funny dudes+dudettes :) Costs me a ~#Flippin' ~#Fortune500 I'm in ~#DivineDiscontent;}~the ~#AmNotness}~,positve,1
3021,no thanks ah :))) https://t.co/53Y8kOT4Rm,positve,1
3022,"@MaxivisionEye WOWWWW, Thanks a lot team :) ❤💙💚💕❤💙💚💕  ❤💙💚💕❤💙💚💕",positve,1
3023,"Hey @globmobcom Thanks For Following :) 

#AutoFollow #TeamFollowback http://t.co/chhWQ9DHgO via http://t.co/xMohgOWIVJ",positve,1
3024,Geer bat mz yang deennya jehwan :),positve,1
3025,@Maddo1970 @RomeroJos01 @WhitbyWhatsOn Thank you. Glad you enjoyed! :-),positve,1
3026,"Good morning @Krona_design, we look forward to seeing you at @SkyFallHove soon. Have a good day! :) https://t.co/1QDoh0aHeS",positve,1
3027,"Hey @Indie_Shell Thanks For Following :) 

#AutoFollow #TeamFollowback http://t.co/chhWQ9DHgO via http://t.co/xMohgOWIVJ",positve,1
3028,@mjpoukkula have a good weekend!  :),positve,1
3029,Short stream tomorrow at 11:00 AM! Fun day today thanks all :D,positve,1
3030,@MyDayInProperty @robblackie Hi Julie :) Not bad thanks....you?,positve,1
3031,"Hey @Hired_NYC Thanks For Following :) 

#AutoFollow #TeamFollowback http://t.co/chhWQ9DHgO via http://t.co/xMohgOWIVJ",positve,1
3032,5SOS Calum5SOS Luke5SOS Ashton5SOS Hey guys! PLEASE follow ✧｡ Chelny ｡✧ :),positve,1
3033,@ffsjason I'm not. datz you. :-),positve,1
3034,Goodnight from Jeremy :),positve,1
3035,@valleymillshop A big Hello - We've just sent you an email :),positve,1
3036,@TheoGfeller Thanks my friend and Wonderful Friday to you too :)),positve,1
3037,"can't sleep, fmt 4 dat dm :)))",positve,1
3038,@lucasbluesea and i also don't know what to tweet so :),positve,1
3039,@TarekTamo @NourH92 hahahahaha law I can make it happen I would do it in a heartbeat :D,positve,1
3040,@L3THXL @JB_Voxy @CodyPotions an already clutching shit...... foh homie :),positve,1
3041,What a great idea... :-) http://t.co/3ho3OZhLqC,positve,1
3042,🐢 — I like 🐢 too :) http://t.co/kPl3kaPqGo,positve,1
3043,@nechantya hi please do check our final design :) https://t.co/EXt098Yq1b,positve,1
3044,@OrestePerka Visit my blog http://t.co/UzOAqroWKx thanks :D,positve,1
3045,"@vkon1 Going to see it tonight - sons' choice of film, so glad to hear that its worth watching :)",positve,1
3046,@_andree3000 @swaveyjayy_ @Dearnataliee I just hate my life so much :-) lmao,positve,1
3047,@DoctorKarl the angels must have you confused with another doctor :) #besteverdoctorwhoepisode,positve,1
3048,@fairmnt this :) is :) so :) relevant :)))))))))) I :) want :) to :) puke :))),positve,1
3049,@chelsea_acker Just make sure you have us Rubber Ducks with you! It's not a proper bath without us! :-) #quacketyquack,positve,1
3050,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x8",positve,1
3051,@Dobboinaus thats it :),positve,1
3052,"@BhaktisBanter @PallaviRuhail This one is irresistible :)
#FlipkartFashionFriday http://t.co/9J0oceCxIr",positve,1
3053,So long subliminal messages :) -H #EATmeat #BREWproject #lovenafianna http://t.co/TkDvEYQFBO,positve,1
3054,@Corbyn4Leader @labourlewis nice one Mr Lewis :),positve,1
3055,everytime i look at the clock its 3:02 and something weird happens and i just finished coughing up blood that started at 3:02. nice :),positve,1
3056,"Hi @goldquarter1, thanks for connecting. We specialise in thermal imaging surveys – here if you need us :)",positve,1
3057,@tracysbakes haha thank you :) 🍰,positve,1
3058,"I’m a Muslim and I love my prophets.  :)

#غردلي
 http://t.co/eELRfZu8LC",positve,1
3059,@Mufcfighter1 @theR3Ddot13 We would anyway with them in there :-),positve,1
3060,"@calumscool @carterreynolds Stop getting hate on him, of whatever kind it is.He made a mistake, and  he understood it, stop.:)",positve,1
3061,@GemfeedOfficial Thanks for retweet :),positve,1
3062,@PaulBongiorno I was going to question why more politicians but I'm not going to argue with a man of your intellect... :-),positve,1
3063,"@Clayakn Woah, big plan. Good luck with that :)",positve,1
3064,"Thanks for your recommendation, Shiva :). We are very happy ^_^

Music MP3 Mobile Apps:
http://t.co/PnohLXn4vv http://t.co/InI8rcaptP",positve,1
3065,Summers in #StAndrews. Join us for Fish and Chips after all the sandcastle fun :)  https://t.co/K4loJtj3Nn,positve,1
3066,@GrahamTownsend More like an Ewok in my case :D @MiamiTrue,positve,1
3067,@JennyF209 i'd want nate to win :) all out brawl rear naked choke in the 4th,positve,1
3068,@MSOpinion glad you liked :) @sureshbabu_,positve,1
3069,COFFEES NOT BAD EITHER :) http://t.co/dx6w0lG7JM,positve,1
3070,"I also catch heck from a lot of gun haters who try to associate my guns to my, um, endowments....
I have very rude responses
:)

@HDiddyNZ",positve,1
3071,@milay_44 yeah :),positve,1
3072,"@SarahSupafud I agree Sarah, it's just that the phone can be really busy at times. This is why we give other options :) ^C",positve,1
3073,@MR_SINISTER0013 Thanks for playing #JourneyPS4!  :D,positve,1
3074,Had one of the best conversations about AI with @FedericoPistono today. Pleasure meeting you sir! :-) http://t.co/NibAbZsKEL,positve,1
3075,"My name is sikandar khan 
And i support #Pti #standwdIk :) #WeStandWithIK",positve,1
3076,"The starbucks logo stands for obsession , addiction and death #lol :p",positve,1
3077,@yvonneainah I love you! :),positve,1
3078,Keep Smiling :) Perhaps your smile will renew hope for someone who's about to lose it .. •Smiling is Charity :),positve,1
3079,"@NiallOfficial Hello :) Tell me, do you still keep in touch with Zayn? :)",positve,1
3080,"Have a blessed friday :)
#جمعة_مباركة",positve,1
3081,Just smile and enjoy the time :),positve,1
3082,Min @FansAldiSalsha follback me! :),positve,1
3083,@BeardAintWeird_ Go Hokies! :) Our biz internships will be posted under University Recruiting - Non Tech on the website. I'll DM you info!,positve,1
3084,@EffYoF33linz     Hello to n America California USA! dear friend Thank you for following :),positve,1
3085,"It's July 24, 2015 at 01:16AM and that means it's time to give some love to mist45gameplay. :) #ILOVEYOU",positve,1
3086,HAHAHA!  BAILEY MAY :) SUCH A FAN BOY OF ARIANA GRANDE!!  #PBB737GOLD,positve,1
3087,@FroudRS @Mini_Marm  We have nex vex designed for you :)) http://t.co/wNmvAAdr4y,positve,1
3088,"Good Morning IGers :)
#leicaq #leica #goodmorning http://t.co/jDGtfb3VVE http://t.co/6YqR8Rz9U0",positve,1
3089,@ashak21 dudeeeeeee I'm so happy you like them :))))) tell me which are your favorites,positve,1
3090,@DarkAngelRafael @Skin_Yard Yes. That keeps coming up on lists and someone else has mentioned Persona. I’ll try that. Thanks! :),positve,1
3091,@hakkovenus Yepp. Course mo? :),positve,1
3092,Let's play this :) http://t.co/mJRbZhkOA9,positve,1
3093,@MunaAbuSulayman @shounshounette :) thank you so much😊😊,positve,1
3094,Invite My pin 5878E503 :),positve,1
3095,playing Dota 2 :D,positve,1
3096,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x7",positve,1
3097,"@gregols09 Glad you agree Greg, we think they're pretty useful too :) MKa",positve,1
3098,@tylergposey come to Australia! we love you Posey :),positve,1
3099,Surreal :),positve,1
3100,@taprichai ah. Ok. I was wondering :) :*,positve,1
3101,@RyanGage Yeah ! Nothing can stop the King of France :D Have a nice day !,positve,1
3102,Going to Miami tomorrow :),positve,1
3103,@alixstone all fab here. Hope you're the same :),positve,1
3104,James_Yammouni Hey JAMES! Thanks for the follow but PLEASE follow ✧｡ Chelny ｡✧ :),positve,1
3105,@agulalanlar Thanks for the retweet my friend :),positve,1
3106,@xokristim Thank you so much! :),positve,1
3107,@kathleenmmorgan i appreciate you and i am glad we are friends :)))),positve,1
3108,@MagdaKapa @morningporch @KrisLindbeck @matt_jakubowski @henryckrempels @velveteenrabbi @RichardNSkinner @rs_sparks @phoeniciapubl :) Thanks,positve,1
3109,@VnG_Hollands @VnG_Brando TIME FOR MINE :D,positve,1
3110,Have a full breakdown of the materials used for Thorin now. :D Time to hunt down the materials and work myself through the project.,positve,1
3111,@RunJumpScrap @HecticDad01 @NigeHiggins4 @Twinmumanddad @crunchy_mummy @PoopRainbowMama @Mr_Kitney :-D love you lots :-) xx,positve,1
3112,"@MahamK97 

I was just tired yesterday 

Choroo ga nahi us ko :D",positve,1
3113,@mikecoulson48 @UtopianFireman @Jenny_Musings @SupporttheFBU @FBUSOUTHERN @joolstom Cheers Mike - love the pics :),positve,1
3114,@ImAngelinaValen  Aztec princess.  :),positve,1
3115,Nice rainy walk to work. Stopped to look at rain on the river and saw a kingfisher :),positve,1
3116,Or to ask what He made you this year :) https://t.co/ydLzrWYrL6,positve,1
3117,@MrLachie @the_overtones @OfficialMarkF @rucomingout So do I :) such lovely relaxed faces.....or yours is at least!!,positve,1
3118,Chinua Achebe To me being an intellectual doesnt mean knowing about intellectual issues it means taking pleasure in them. :-),positve,1
3119,"The amber liquid continues to flow, almost game time :-) #MelbourneTrip2015 #TaxiKitchen https://t.co/TjsUKEvepd",positve,1
3120,@cabbyyyy ..is doing a Harry dm giveaway nooow !:) ♥★☆,positve,1
3121,Stats for the day have arrived. 4 new followers and NO unfollowers :) via http://t.co/uimhgcmIDk.,positve,1
3122,"Let http://t.co/JknPWfDqkQ help you get your book published. eBook or Print, let us help launch it. Self-publishers :-) let's do it!",positve,1
3123,@LorSaguinsin you should study at McDo. Strong selfie games everywhere. :)),positve,1
3124,Hey Iphone dreamer : tanisha1nonly :) Wanna get iPh0ne 6 for FREE? Checkout my bi0. Thanks https://t.co/IxFXJi9YJ8,positve,1
3125,Often attitudes are kindled in the flame of others convictions. Louis E. Le Bar :-),positve,1
3126,@tsncblog good reasons I hope :),positve,1
3127,*later :-),positve,1
3128,@triangledarren thank you :),positve,1
3129,"Well.. This worth a repath :)

(Repath Kak Adis) [pic] — https://t.co/xAEEe2tfdI",positve,1
3130,@santosmarkaljon @InsidiousMovie I'm not Stefanie ... This &gt; @StefanieScott is the real one :),positve,1
3131,"@Pseudony_Ms No, that's completely true. I'm watching the entire series of SG1 right now on Lightbox, so can confirm :)",positve,1
3132,"Indeed! Ran out of characters, knew you'd get it :) https://t.co/KfLhKQfwho",positve,1
3133,@WoldHeath it's not my hands or incorrect spelling. I'm just the apologist :D,positve,1
3134,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x6",positve,1
3135,Add me :))))) http://t.co/8XAFR7meiO,positve,1
3136,@sodapopmashton oh okay! thanks :),positve,1
3137,No VULY today. 2 will be up tomorrow though :),positve,1
3138,Boat trip with my beautiful wife :-) http://t.co/b4DG6lADgI,positve,1
3139,"It's July 24, 2015 at 01:15AM and that means it's time to give some love to mist45gameplay. :) #ILOVEYOU",positve,1
3140,Tom :D @TomParker  @MissKelseyH via Snapchat x http://t.co/mX5OO0cYHB,positve,1
3141,@wintermaximoffs Hey Cam! We come in peace :) What can we do to help? /C,positve,1
3142,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/XX65KfaylK.,positve,1
